name,type,hp,atk,def,spa,spd,spe,weight,height
Sandslash (Alola Form),Ice,75,100,120,25,65,65,55.020709599999996,1.1938
Vulpix (Alola Form),Ice,38,41,40,50,65,65,9.8883056,0.6096
Ninetales (Alola Form),Ice,73,67,75,81,100,109,19.912688799999998,1.0922
Diglett (Alola Form),Ground,10,55,30,35,45,90,0.9979024000000001,0.2032
Dugtrio (Alola Form),Ground,35,100,60,50,70,110,66.58730560000001,0.7112
Meowth (Alola Form),Dark,40,35,35,50,40,90,4.2184056000000005,0.4064
Persian (Alola Form),Dark,65,60,60,75,65,115,33.0214976,1.0922
Alakazam (Mega Alakazam),Psychic,55,50,65,175,95,150,47.9900336,1.1938
Geodude (Alola Form),Rock,40,80,100,30,30,20,20.3209216,0.4064
Graveler (Alola Form),Rock,55,95,115,45,45,35,109.99606,0.9906
Golem (Alola Form),Rock,80,120,130,55,65,45,316.0175464,1.7018
Slowbro (Mega Slowbro),Water,95,75,180,130,80,30,120.0204432,2.0066
Grimer (Alola Form),Poison,80,80,50,40,50,25,42.0026192,0.7112
Muk (Alola Form),Poison,105,105,75,65,100,50,51.98164319999999,0.9906
Gengar (Mega Gengar),Ghost,60,65,80,170,95,130,40.5057656,1.397
Exeggutor (Alola Form),Grass,95,105,85,125,75,45,415.5809904,10.896600000000001
Marowak (Alola Form),Fire,60,80,110,50,80,45,34.0194,0.9906
Kangaskhan (Mega Kangaskhan),Normal,105,125,100,60,100,100,100.017036,2.2098
Pinsir (Mega Pinsir),Bug,65,155,120,65,90,105,59.0123192,1.7018
Gyarados (Mega Gyarados),Water,95,155,109,70,130,81,304.9952608,6.5024
Aerodactyl (Mega Aerodactyl),Rock,80,135,85,70,95,150,79.01572639999999,2.1082
Mewtwo (Mega Mewtwo X),Psychic,106,190,100,154,100,130,127.00576,2.3114
Mewtwo (Mega Mewtwo Y),Psychic,106,150,70,194,120,140,33.0214976,1.4986000000000002
Ampharos (Mega Ampharos),Electric,90,95,105,165,110,45,61.507075199999996,1.397
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Unown (One form),Psychic,48,72,48,72,48,48,4.9895119999999995,0.508
Steelix (Mega Steelix),Steel,75,125,230,55,95,30,739.9899888,10.4902
Scizor (Mega Scizor),Bug,70,150,140,65,100,75,125.00995520000001,2.0066
Heracross (Mega Heracross),Bug,80,185,115,40,105,75,62.504977600000004,1.7018
Houndoom (Mega Houndoom),Dark,75,90,90,140,90,115,49.4868872,1.905
Tyranitar (Mega Tyranitar),Rock,100,164,150,95,120,71,255.0094224,2.4892
Sceptile (Mega Sceptile),Grass,70,110,75,145,85,145,55.202146400000004,1.905
Blaziken (Mega Blaziken),Fire,80,160,80,130,80,100,51.98164319999999,1.905
Swampert (Mega Swampert),Water,100,150,110,95,110,70,102.0128408,1.905
Gardevoir (Mega Gardevoir),Psychic,68,85,65,165,135,100,48.398266400000004,1.6002
Sableye (Mega Sableye),Dark,50,85,125,85,115,20,160.9798008,0.508
Mawile (Mega Mawile),Steel,50,105,125,55,95,50,23.496065599999998,0.9906
Aggron (Mega Aggron),Steel,70,140,230,60,80,50,394.98791359999996,2.2098
Medicham (Mega Medicham),Fighting,60,100,85,80,85,100,31.479284800000002,1.2954
Manectric (Mega Manectric),Electric,70,75,80,135,80,135,43.998424,1.8034000000000001
Sharpedo (Mega Sharpedo),Water,70,140,70,110,65,105,130.3169816,2.4892
Camerupt (Mega Camerupt),Fire,70,120,100,145,105,20,320.5081072,2.4892
Altaria (Mega Altaria),Dragon,75,110,110,110,105,80,20.5930768,1.4986000000000002
Castform (Sunny Form),Fire,70,70,70,70,70,70,0.8164656,0.3048
Castform (Rainy Form),Water,70,70,70,70,70,70,0.8164656,0.3048
Castform (Snowy Form),Ice,70,70,70,70,70,70,0.8164656,0.3048
Banette (Mega Banette),Ghost,64,165,75,93,83,75,13.0180904,1.1938
Absol (Mega Absol),Dark,65,150,60,115,60,115,48.987936,1.1938
Glalie (Mega Glalie),Ice,80,120,80,120,80,100,350.2183832,2.1082
Salamence (Mega Salamence),Dragon,95,145,130,120,90,120,112.5815344,1.8034000000000001
Metagross (Mega Metagross),Steel,80,145,150,105,110,110,942.8816903999999,2.4892
Latias (Mega Latias),Dragon,80,100,120,140,150,110,51.98164319999999,1.8034000000000001
Latios (Mega Latios),Dragon,80,130,100,160,120,110,69.9892456,2.3114
Kyogre (Primal Reversion),Water,100,150,90,180,160,90,430.005216,9.8044
Groudon (Primal Reversion),Ground,100,180,160,150,90,90,999.716768,5.003800000000001
Rayquaza (Mega Rayquaza),Dragon,105,180,100,180,100,115,391.9942064,10.795
Deoxys (Attack Forme),Psychic,50,180,20,180,20,150,60.781328,1.7018
Deoxys (Defense Forme),Psychic,50,70,160,70,160,90,60.781328,1.7018
Deoxys (Speed Forme),Psychic,50,95,90,95,90,180,60.781328,1.7018
Burmy (Sandy Cloak),Bug,40,29,45,29,45,36,3.4019399999999997,0.2032
Burmy (Trash Cloak),Bug,40,29,45,29,45,36,3.4019399999999997,0.2032
Wormadam (Sandy Cloak),Bug,60,79,105,59,85,36,6.4863656,0.508
Wormadam (Trash Cloak),Bug,60,69,95,69,95,36,6.4863656,0.508
Cherrim (Sunshine Form),Grass,70,60,70,87,78,85,9.298636,0.508
Shellos (East Sea),Water,76,48,48,57,62,34,6.3049288,0.3048
Gastrodon (East Sea),Water,111,83,68,92,82,39,29.8917128,0.889
Lopunny (Mega Lopunny),Normal,65,136,94,54,96,135,28.3041408,1.2954
Garchomp (Mega Garchomp),Dragon,108,170,115,120,95,92,94.9821648,1.905
Lucario (Mega Lucario),Fighting,70,145,88,140,70,112,57.5154656,1.2954
Abomasnow (Mega Abomasnow),Grass,90,132,105,132,105,30,185.0201768,2.6924
Gallade (Mega Gallade),Psychic,68,165,95,65,115,110,56.3814856,1.6002
Rotom (Heat Rotom),Electric,50,65,107,105,107,86,0.3175144,0.3048
Rotom (Wash Rotom),Electric,50,65,107,105,107,86,0.3175144,0.3048
Rotom (Frost Rotom),Electric,50,65,107,105,107,86,0.3175144,0.3048
Rotom (Fan Rotom),Electric,50,65,107,105,107,86,0.3175144,0.3048
Rotom (Mow Rotom),Electric,50,65,107,105,107,86,0.3175144,0.3048
Giratina (Origin Forme),Ghost,150,120,100,120,100,90,649.997336,6.9088
Shaymin (Sky Forme),Grass,100,103,75,120,75,127,5.216308,0.4064
Arceus (Fighting),Fighting,120,120,120,120,120,120,320.009156,3.2004
Arceus (Flying),Flying,120,120,120,120,120,120,320.009156,3.2004
Arceus (Poison),Poison,120,120,120,120,120,120,320.009156,3.2004
Arceus (Ground),Ground,120,120,120,120,120,120,320.009156,3.2004
Arceus (Rock),Rock,120,120,120,120,120,120,320.009156,3.2004
Arceus (Bug),Bug,120,120,120,120,120,120,320.009156,3.2004
Arceus (Ghost),Ghost,120,120,120,120,120,120,320.009156,3.2004
Arceus (Steel),Steel,120,120,120,120,120,120,320.009156,3.2004
Arceus (Fire),Fire,120,120,120,120,120,120,320.009156,3.2004
Arceus (Water),Water,120,120,120,120,120,120,320.009156,3.2004
Arceus (Grass),Grass,120,120,120,120,120,120,320.009156,3.2004
Arceus (Electric),Electric,120,120,120,120,120,120,320.009156,3.2004
Arceus (Psychic),Psychic,120,120,120,120,120,120,320.009156,3.2004
Arceus (Ice),Ice,120,120,120,120,120,120,320.009156,3.2004
Arceus (Dragon),Dragon,120,120,120,120,120,120,320.009156,3.2004
Arceus (Dark),Dark,120,120,120,120,120,120,320.009156,3.2004
Arceus (Fairy),Fairy,120,120,120,120,120,120,320.009156,3.2004
Audino (Mega Audino),Normal,103,60,126,80,126,50,31.978236,1.4986000000000002
Basculin (Blue-Striped Form),Water,70,92,65,80,55,98,18.0076024,0.9906
Darmanitan (Zen Mode),Fire,105,30,105,140,105,55,92.8956416,1.2954
Deerling (Summer Form),Normal,60,60,50,40,50,75,19.504456,0.6096
Deerling (Autumn Form),Normal,60,60,50,40,50,75,19.504456,0.6096
Deerling (Winter Form),Normal,60,60,50,40,50,75,19.504456,0.6096
Sawsbuck (Summer Form),Normal,80,100,70,60,70,95,92.4874088,1.905
Sawsbuck (Autumn Form),Normal,80,100,70,60,70,95,92.4874088,1.905
Sawsbuck (Winter Form),Normal,80,100,70,60,70,95,92.4874088,1.905
Tornadus (Therian Forme),Flying,79,100,80,110,90,121,63.003928800000004,1.397
Thundurus (Therian Forme),Electric,79,105,70,145,80,101,61.008124,2.9972000000000003
Landorus (Therian Forme),Ground,89,145,90,105,80,91,67.9934408,1.2954
Kyurem (White Kyurem),Dragon,125,120,90,170,100,95,324.998668,3.6068000000000002
Kyurem (Black Kyurem),Dragon,125,170,100,120,90,95,324.998668,3.3020000000000005
Keldeo (Resolute Form),Water,91,72,90,129,90,108,48.488984800000004,1.397
Meloetta (Pirouette Forme),Normal,100,128,90,77,77,128,6.4863656,0.6096
Genesect (Genesect),Bug,71,120,95,120,95,99,82.5083848,1.4986000000000002
Genesect (Genesect),Bug,71,120,95,120,95,99,82.5083848,1.4986000000000002
Genesect (Genesect),Bug,71,120,95,120,95,99,82.5083848,1.4986000000000002
Genesect (Genesect),Bug,71,120,95,120,95,99,82.5083848,1.4986000000000002
Greninja (Battle Bond),Water,72,95,67,103,71,122,40.0068144,1.4986000000000002
Greninja (Ash-Greninja),Water,72,145,67,153,71,132,40.0068144,1.4986000000000002
Vivillon (Polar Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Tundra Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Continental Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Garden Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Elegant Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Meadow Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Modern Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Marine Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Archipelago Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (High Plains Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Sandstorm Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (River Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Monsoon Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Savanna Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Sun Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Ocean Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Jungle Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Fancy Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Vivillon (Poké Ball Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Flabébé (Yellow Flower),Fairy,44,38,39,61,79,42,0.0907184,0.1016
Flabébé (Orange Flower),Fairy,44,38,39,61,79,42,0.0907184,0.1016
Flabébé (Blue Flower),Fairy,44,38,39,61,79,42,0.0907184,0.1016
Flabébé (White Flower),Fairy,44,38,39,61,79,42,0.0907184,0.1016
Floette (Yellow Flower),Fairy,54,45,47,75,98,52,0.907184,0.2032
Floette (Orange Flower),Fairy,54,45,47,75,98,52,0.907184,0.2032
Floette (Blue Flower),Fairy,54,45,47,75,98,52,0.907184,0.2032
Floette (White Flower),Fairy,54,45,47,75,98,52,0.907184,0.2032
Floette (Eternal Flower),Fairy,74,65,67,125,128,92,0.907184,0.2032
Florges (Yellow Flower),Fairy,78,65,68,112,154,75,9.979023999999999,1.0922
Florges (Orange Flower),Fairy,78,65,68,112,154,75,9.979023999999999,1.0922
Florges (Blue Flower),Fairy,78,65,68,112,154,75,9.979023999999999,1.0922
Florges (White Flower),Fairy,78,65,68,112,154,75,9.979023999999999,1.0922
Furfrou (Heart Trim),Normal,75,80,60,65,90,102,27.986626400000002,1.1938
Furfrou (Star Trim),Normal,75,80,60,65,90,102,27.986626400000002,1.1938
Furfrou (Diamond Trim),Normal,75,80,60,65,90,102,27.986626400000002,1.1938
Furfrou (Debutante Trim),Normal,75,80,60,65,90,102,27.986626400000002,1.1938
Furfrou (Matron Trim),Normal,75,80,60,65,90,102,27.986626400000002,1.1938
Furfrou (Dandy Trim),Normal,75,80,60,65,90,102,27.986626400000002,1.1938
Furfrou (La Reine Trim),Normal,75,80,60,65,90,102,27.986626400000002,1.1938
Furfrou (Kabuki Trim),Normal,75,80,60,65,90,102,27.986626400000002,1.1938
Furfrou (Pharaoh Trim),Normal,75,80,60,65,90,102,27.986626400000002,1.1938
Meowstic (Female),Psychic,74,48,76,83,81,104,8.4821704,0.6096
Aegislash (Blade Forme),Steel,60,150,50,150,50,60,52.9795456,1.7018
Pumpkaboo (Small Size),Ghost,44,66,70,44,55,56,3.4926584,0.3048
Pumpkaboo (Large Size),Ghost,54,66,70,44,55,46,7.484268,0.508
Pumpkaboo (Super Size),Ghost,59,66,70,44,55,41,15.0138952,0.7874000000000001
Gourgeist (Small Size),Ghost,55,85,122,58,75,99,9.480072799999999,0.7112
Gourgeist (Large Size),Ghost,75,95,122,58,75,69,14.0159928,1.0922
Gourgeist (Super Size),Ghost,85,100,122,58,75,54,39.008912,1.7018
Xerneas (Active Mode),Fairy,126,131,95,131,98,99,215.002608,2.9972000000000003
Zygarde (10% Forme),Dragon,54,100,71,61,85,115,33.520448800000004,1.1938
Zygarde (10% Forme),Dragon,54,100,71,61,85,115,33.520448800000004,1.1938
Zygarde (50% Forme),Dragon,108,100,121,81,95,95,304.9952608,5.003800000000001
Zygarde (Complete Forme),Dragon,216,100,121,91,95,85,609.9905216,4.4958
Diancie (Mega Diancie),Rock,50,160,110,160,110,110,27.8051896,1.0922
Hoopa (Hoopa Unbound),Psychic,80,160,60,170,130,80,490.0154376,6.5024
Gumshoos (1),Normal,88,110,60,55,60,45,14.1974296,0.7112
Vikavolt (1),Bug,77,70,90,145,75,43,44.9963264,1.4986000000000002
Oricorio (Pom-Pom Style),Electric,75,70,70,98,70,93,3.4019399999999997,0.6096
Oricorio (Pa’u Style),Psychic,75,70,70,98,70,93,3.4019399999999997,0.6096
Oricorio (Sensu Style),Ghost,75,70,70,98,70,93,3.4019399999999997,0.6096
Lycanroc (Midnight Form),Rock,85,115,75,55,75,82,24.9929192,1.0922
Wishiwashi (School Form),Water,45,140,130,140,135,30,78.6074936,8.2042
Lurantis (1),Grass,70,105,90,80,90,45,18.5065536,0.889
Salazzle (1),Poison,68,64,60,111,60,117,22.1806488,1.1938
Silvally (Type: Fighting),Fighting,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Flying),Flying,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Poison),Poison,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Ground),Ground,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Rock),Rock,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Bug),Bug,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Ghost),Ghost,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Steel),Steel,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Fire),Fire,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Water),Water,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Grass),Grass,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Electric),Electric,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Psychic),Psychic,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Ice),Ice,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Dragon),Dragon,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Dark),Dark,95,95,95,95,95,95,100.5159872,2.3114
Silvally (Type: Fairy),Fairy,95,95,95,95,95,95,100.5159872,2.3114
Minior (Meteor Form),Rock,60,60,100,60,100,60,40.0068144,0.3048
Minior (Meteor Form),Rock,60,60,100,60,100,60,40.0068144,0.3048
Minior (Meteor Form),Rock,60,60,100,60,100,60,40.0068144,0.3048
Minior (Meteor Form),Rock,60,60,100,60,100,60,40.0068144,0.3048
Minior (Meteor Form),Rock,60,60,100,60,100,60,40.0068144,0.3048
Minior (Meteor Form),Rock,60,60,100,60,100,60,40.0068144,0.3048
Minior (Red Core),Rock,60,100,60,100,60,120,0.3175144,0.3048
Minior (Orange Core),Rock,60,100,60,100,60,120,0.3175144,0.3048
Minior (Yellow Core),Rock,60,100,60,100,60,120,0.3175144,0.3048
Minior (Green Core),Rock,60,100,60,100,60,120,0.3175144,0.3048
Minior (Blue Core),Rock,60,100,60,100,60,120,0.3175144,0.3048
Minior (Indigo Core),Rock,60,100,60,100,60,120,0.3175144,0.3048
Minior (Violet Core),Rock,60,100,60,100,60,120,0.3175144,0.3048
Mimikyu (Busted Form),Ghost,60,100,60,100,60,120,0.680388,0.2032
Mimikyu (2),Ghost,60,100,60,100,60,120,0.680388,0.2032
Mimikyu (3),Ghost,60,100,60,100,60,120,0.680388,0.2032
Kommo-o (1),Dragon,75,110,125,100,105,85,78.1992608,1.6002
Magearna (Original Color),Steel,80,95,115,130,115,65,80.51258,0.9906
